identifier	lang_code	gloss	transcription_norm	ipa	residual
rosettaproject_akh_swadesh-1	akh	small	kangk	kangk	
rosettaproject_akh_swadesh-1	akh	small	kaŋk	kaŋk	
rosettaproject_akh_swadesh-1	akh	star	manfinš	manfinʃ	
rosettaproject_akh_swadesh-1	akh	star	manshinsh	manshinsh	
rosettaproject_akh_swadesh-1	akh	sun	nar	nar	
rosettaproject_akh_swadesh-1	akh	they	mindi	mindi	
rosettaproject_akh_swadesh-1	akh	thou	anyi	anyi	
rosettaproject_akh_swadesh-1	akh	thou	ye	ye	
rosettaproject_akh_swadesh-1	akh	walk	mban	mban	
rosettaproject_akh_swadesh-1	akh	walk	pu(k)	pu(k)	
rosettaproject_akh_swadesh-1	akh	walk	pu(k)!	pu(k)!	
rosettaproject_akh_swadesh-1	akh	water	ip	ip	
rosettaproject_akh_swadesh-1	akh	we	na	na	
rosettaproject_akh_swadesh-1	akh	we two	ya	ya	
rosettaproject_akh_swadesh-1	akh	we two (incl.)	ya	ya	
rosettaproject_akh_swadesh-1	akh	woman	ten	ten	
rosettaproject_akh_swadesh-1	akh	you	anyi	anyi	
rosettaproject_bhg_swadesh-1	bhg	all	enomakanuma	enomakanuma	
rosettaproject_bhg_swadesh-1	bhg	all	matawa	matawa	
rosettaproject_bhg_swadesh-1	bhg	ankle	tai akuma	tai akuma	
rosettaproject_bhg_swadesh-1	bhg	ankle	taia kuma	taia kuma	
rosettaproject_bhg_swadesh-1	bhg	arm	gombu	gombu	
rosettaproject_bhg_swadesh-1	bhg	arm	ingo	ingo	
rosettaproject_bhg_swadesh-1	bhg	arm	ipa	ipa	
rosettaproject_bhg_swadesh-1	bhg	arm	ipa tutu	ipa tutu	
rosettaproject_bhg_swadesh-1	bhg	arm	iŋo	iŋo	
rosettaproject_bhg_swadesh-1	bhg	arrow	unini gi	unini gi	
rosettaproject_bhg_swadesh-1	bhg	ashes	aewa	aewa	
rosettaproject_bhg_swadesh-1	bhg	ashes	aiwa	aiwa	
rosettaproject_bhg_swadesh-1	bhg	ashes	avetu	avetu	
rosettaproject_bhg_swadesh-1	bhg	ashes	aviga	aviga	
rosettaproject_bhg_swadesh-1	bhg	ashes	aßetu	aßetu	ß
rosettaproject_bhg_swadesh-1	bhg	ashes	aßiga	aßiga	ß
rosettaproject_bhg_swadesh-1	bhg	ashes	ingotu	ingotu	
rosettaproject_bhg_swadesh-1	bhg	back	asiŋa	asiŋa	
rosettaproject_bhg_swadesh-1	bhg	back	guŋ	guŋ	
rosettaproject_bhg_swadesh-1	bhg	back	guŋ veto	guŋ veto	
rosettaproject_bhg_swadesh-1	bhg	bad	bebegae	bebegae	
rosettaproject_bhg_swadesh-1	bhg	bad	beiae	beiae	
rosettaproject_bhg_swadesh-1	bhg	bad	beiai	beiai	
rosettaproject_bhg_swadesh-1	bhg	bad	beyai	beyai	
rosettaproject_bhg_swadesh-1	bhg	bark	ainto	ainto	
rosettaproject_bhg_swadesh-1	bhg	bark	ituka anito	ituka anito	
rosettaproject_bhg_swadesh-1	bhg	because	aiŋ	aiŋ	
rosettaproject_bhg_swadesh-1	bhg	belly	gomo ogo	gomo ogo	
rosettaproject_bhg_swadesh-1	bhg	belly	minǯi	mind͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	belly	omboge	omboge	
rosettaproject_bhg_swadesh-1	bhg	belly	osi	osi	
rosettaproject_bhg_swadesh-1	bhg	belly	oti	oti	
rosettaproject_bhg_swadesh-1	bhg	belly	ovivi tumbu	ovivi tumbu	
rosettaproject_bhg_swadesh-1	bhg	belly	sini	sini	
rosettaproject_bhg_swadesh-1	bhg	belly	vitumu	vitumu	
rosettaproject_bhg_swadesh-1	bhg	big	ba(d)zina	ba(d)zina	
rosettaproject_bhg_swadesh-1	bhg	big	bazina	bazina	
rosettaproject_bhg_swadesh-1	bhg	big	ponoro	ponoro	
rosettaproject_bhg_swadesh-1	bhg	big	siakabadae	siakabadae	
rosettaproject_bhg_swadesh-1	bhg	big	čiyakabada	t͡ʃiyakabada	
rosettaproject_bhg_swadesh-1	bhg	bird	di	di	
rosettaproject_bhg_swadesh-1	bhg	bird	ni	ni	
rosettaproject_bhg_swadesh-1	bhg	bite	gambare	gambare	
rosettaproject_bhg_swadesh-1	bhg	bite	gambari	gambari	
rosettaproject_bhg_swadesh-1	bhg	bite	gambarigambari	gambarigambari	
rosettaproject_bhg_swadesh-1	bhg	bite	iatari	iatari	
rosettaproject_bhg_swadesh-1	bhg	bite	indari	indari	
rosettaproject_bhg_swadesh-1	bhg	bite	toaki ari	toaki ari	
rosettaproject_bhg_swadesh-1	bhg	bitter	dokaka	dokaka	
rosettaproject_bhg_swadesh-1	bhg	black	ingatapari	ingatapari	
rosettaproject_bhg_swadesh-1	bhg	black	munya	munya	
rosettaproject_bhg_swadesh-1	bhg	black	ogu	ogu	
rosettaproject_bhg_swadesh-1	bhg	blood	ororo	ororo	
rosettaproject_bhg_swadesh-1	bhg	blood	ororomi	ororomi	
rosettaproject_bhg_swadesh-1	bhg	blow	putari	putari	
rosettaproject_bhg_swadesh-1	bhg	bone	undoru	undoru	
rosettaproject_bhg_swadesh-1	bhg	bone	vetu	vetu	
rosettaproject_bhg_swadesh-1	bhg	boy	mai	mai	
rosettaproject_bhg_swadesh-1	bhg	branch	bonga	bonga	
rosettaproject_bhg_swadesh-1	bhg	branch	papamo	papamo	
rosettaproject_bhg_swadesh-1	bhg	branch	patu	patu	
rosettaproject_bhg_swadesh-1	bhg	breast	ami	ami	
rosettaproject_bhg_swadesh-1	bhg	breast	diǯi	did͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	breast	emi	emi	
rosettaproject_bhg_swadesh-1	bhg	breathe	odana	odana	
rosettaproject_bhg_swadesh-1	bhg	breathe	opu	opu	
rosettaproject_bhg_swadesh-1	bhg	breathe	opu ari	opu ari	
rosettaproject_bhg_swadesh-1	bhg	brother	baǯina	bad͡ʒina	
rosettaproject_bhg_swadesh-1	bhg	brother	namenǯi	namend͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	brother	naminǯi	namind͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	brother	siaka	siaka	
rosettaproject_bhg_swadesh-1	bhg	burn	benibari	benibari	
rosettaproject_bhg_swadesh-1	bhg	burn	duŋari	duŋari	
rosettaproject_bhg_swadesh-1	bhg	butterfly	baiwa	baiwa	
rosettaproject_bhg_swadesh-1	bhg	butterfly	koriwa	koriwa	
rosettaproject_bhg_swadesh-1	bhg	butterfly	uve	uve	
rosettaproject_bhg_swadesh-1	bhg	calf	tai pamo	tai pamo	
rosettaproject_bhg_swadesh-1	bhg	calf	taida-mu-ndu	taida-mu-ndu	
rosettaproject_bhg_swadesh-1	bhg	cheek	opu	opu	
rosettaproject_bhg_swadesh-1	bhg	chest	gomo	gomo	
rosettaproject_bhg_swadesh-1	bhg	chest	opopo	opopo	
rosettaproject_bhg_swadesh-1	bhg	child	gagara siaka	gagara siaka	
rosettaproject_bhg_swadesh-1	bhg	child	mai	mai	
rosettaproject_bhg_swadesh-1	bhg	child	mai siaka	mai siaka	
rosettaproject_bhg_swadesh-1	bhg	child	mai/bebaegari	mai/bebaegari	
rosettaproject_bhg_swadesh-1	bhg	child	naka	naka	
rosettaproject_bhg_swadesh-1	bhg	chin	ototo	ototo	
rosettaproject_bhg_swadesh-1	bhg	claw	daŋgisi	daŋgisi	
rosettaproject_bhg_swadesh-1	bhg	cloud	gumbo	gumbo	
rosettaproject_bhg_swadesh-1	bhg	cloud	iŋa gaiyari	iŋa gaiyari	
rosettaproject_bhg_swadesh-1	bhg	cloud	poraga	poraga	
rosettaproject_bhg_swadesh-1	bhg	cloud	utu	utu	
rosettaproject_bhg_swadesh-1	bhg	cold	dademo	dademo	
rosettaproject_bhg_swadesh-1	bhg	cold	dademu	dademu	
rosettaproject_bhg_swadesh-1	bhg	cold	damodamo	damodamo	
rosettaproject_bhg_swadesh-1	bhg	come	gumbari	gumbari	
rosettaproject_bhg_swadesh-1	bhg	come	purari	purari	
rosettaproject_bhg_swadesh-1	bhg	count	aǯigari	ad͡ʒigari	
rosettaproject_bhg_swadesh-1	bhg	crocodile	gegera	gegera	
rosettaproject_bhg_swadesh-1	bhg	crocodile	imbaga	imbaga	
rosettaproject_bhg_swadesh-1	bhg	crocodile	ingaba	ingaba	
rosettaproject_bhg_swadesh-1	bhg	cut	gatari	gatari	
rosettaproject_bhg_swadesh-1	bhg	cut	ǯugari	d͡ʒugari	
rosettaproject_bhg_swadesh-1	bhg	dark	munya	munya	
rosettaproject_bhg_swadesh-1	bhg	dark	muɲa tumba	muɲa tumba	
rosettaproject_bhg_swadesh-1	bhg	dark	tumba	tumba	
rosettaproject_bhg_swadesh-1	bhg	daughter	gagara	gagara	
rosettaproject_bhg_swadesh-1	bhg	daughter	mai ai	mai ai	
rosettaproject_bhg_swadesh-1	bhg	day	iji	iji	
rosettaproject_bhg_swadesh-1	bhg	day	iǯi	id͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	day	iǯi bedesia	id͡ʒi bedesia	
rosettaproject_bhg_swadesh-1	bhg	day	iɟi	iɟi	
rosettaproject_bhg_swadesh-1	bhg	day	yoyoesia	yoyoesia	
rosettaproject_bhg_swadesh-1	bhg	die	ambari	ambari	
rosettaproject_bhg_swadesh-1	bhg	die	betari	betari	
rosettaproject_bhg_swadesh-1	bhg	die	kainyari	kainyari	
rosettaproject_bhg_swadesh-1	bhg	die	patari	patari	
rosettaproject_bhg_swadesh-1	bhg	dig	adegari	adegari	
rosettaproject_bhg_swadesh-1	bhg	dig	awaegari	awaegari	
rosettaproject_bhg_swadesh-1	bhg	dig	bur-	bur-	
rosettaproject_bhg_swadesh-1	bhg	dig	durari	durari	
rosettaproject_bhg_swadesh-1	bhg	dig	goiari	goiari	
rosettaproject_bhg_swadesh-1	bhg	dig	goiyari	goiyari	
rosettaproject_bhg_swadesh-1	bhg	dig	mapari	mapari	
rosettaproject_bhg_swadesh-1	bhg	dog	ino	ino	
rosettaproject_bhg_swadesh-1	bhg	dog	sino	sino	
rosettaproject_bhg_swadesh-1	bhg	drink	indari	indari	
rosettaproject_bhg_swadesh-1	bhg	drink	uindari	uindari	
rosettaproject_bhg_swadesh-1	bhg	drink	uŋ indari	uŋ indari	
rosettaproject_bhg_swadesh-1	bhg	dry	dumbari	dumbari	
rosettaproject_bhg_swadesh-1	bhg	dry	kia kaia	kia kaia	
rosettaproject_bhg_swadesh-1	bhg	dry	paembari	paembari	
rosettaproject_bhg_swadesh-1	bhg	dry	tanambari	tanambari	
rosettaproject_bhg_swadesh-1	bhg	dust	popo	popo	
rosettaproject_bhg_swadesh-1	bhg	ear	deng(g)oro	deng(g)oro	
rosettaproject_bhg_swadesh-1	bhg	ear	dengoro	dengoro	
rosettaproject_bhg_swadesh-1	bhg	ear	deŋgoro	deŋgoro	
rosettaproject_bhg_swadesh-1	bhg	ear	deŋoro	deŋoro	
rosettaproject_bhg_swadesh-1	bhg	ear	tangere	tangere	
rosettaproject_bhg_swadesh-1	bhg	ear	tanggere	tanggere	
rosettaproject_bhg_swadesh-1	bhg	earth	butu	butu	
rosettaproject_bhg_swadesh-1	bhg	earth	buču	but͡ʃu	
rosettaproject_bhg_swadesh-1	bhg	eat	ind-ari	ind-ari	
rosettaproject_bhg_swadesh-1	bhg	eat	indari	indari	
rosettaproject_bhg_swadesh-1	bhg	eat	indogari	indogari	
rosettaproject_bhg_swadesh-1	bhg	egg	goaŋ	goaŋ	
rosettaproject_bhg_swadesh-1	bhg	egg	koira	koira	
rosettaproject_bhg_swadesh-1	bhg	egg	mu	mu	
rosettaproject_bhg_swadesh-1	bhg	egg	mundu	mundu	
rosettaproject_bhg_swadesh-1	bhg	elbow	ipambugu	ipambugu	
rosettaproject_bhg_swadesh-1	bhg	elbow	umbugo	umbugo	
rosettaproject_bhg_swadesh-1	bhg	emu	boke	boke	
rosettaproject_bhg_swadesh-1	bhg	emu	tomboru	tomboru	
rosettaproject_bhg_swadesh-1	bhg	eye	diǯi	did͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	eye	gisi moka	gisi moka	
rosettaproject_bhg_swadesh-1	bhg	eye	jisi	jisi	
rosettaproject_bhg_swadesh-1	bhg	eye	kiti	kiti	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯipatu	d͡ʒipatu	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯisi	d͡ʒisi	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯisi papari	d͡ʒisi papari	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯisi patu	d͡ʒisi patu	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯisi poŋ	d͡ʒisi poŋ	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯisi tu	d͡ʒisi tu	
rosettaproject_bhg_swadesh-1	bhg	eye	ǯiworu	d͡ʒiworu	
rosettaproject_bhg_swadesh-1	bhg	eye	ɟisi	ɟisi	
rosettaproject_bhg_swadesh-1	bhg	face	dombu	dombu	
rosettaproject_bhg_swadesh-1	bhg	face	ǯisi moka	d͡ʒisi moka	
rosettaproject_bhg_swadesh-1	bhg	fall	durari	durari	
rosettaproject_bhg_swadesh-1	bhg	fall	kepu ari	kepu ari	
rosettaproject_bhg_swadesh-1	bhg	fall	teugari	teugari	
rosettaproject_bhg_swadesh-1	bhg	far	aike	aike	
rosettaproject_bhg_swadesh-1	bhg	far	betau	betau	
rosettaproject_bhg_swadesh-1	bhg	fat (n.)	badari	badari	
rosettaproject_bhg_swadesh-1	bhg	fat (n.)	gavi	gavi	
rosettaproject_bhg_swadesh-1	bhg	father	mama	mama	
rosettaproject_bhg_swadesh-1	bhg	father	mamaka	mamaka	
rosettaproject_bhg_swadesh-1	bhg	father	mamo	mamo	
rosettaproject_bhg_swadesh-1	bhg	fear	adu	adu	
rosettaproject_bhg_swadesh-1	bhg	fear	adu ari	adu ari	
rosettaproject_bhg_swadesh-1	bhg	fear	gomo badari	gomo badari	
rosettaproject_bhg_swadesh-1	bhg	fear	ioru ari	ioru ari	
rosettaproject_bhg_swadesh-1	bhg	feather	agu	agu	
rosettaproject_bhg_swadesh-1	bhg	feather	tu	tu	
rosettaproject_bhg_swadesh-1	bhg	few	endawae	endawae	
rosettaproject_bhg_swadesh-1	bhg	few	enumae	enumae	
rosettaproject_bhg_swadesh-1	bhg	few	enumai	enumai	
rosettaproject_bhg_swadesh-1	bhg	few	kira ango	kira ango	
rosettaproject_bhg_swadesh-1	bhg	fight	mina darai	mina darai	
rosettaproject_bhg_swadesh-1	bhg	finger	ao	ao	
rosettaproject_bhg_swadesh-1	bhg	finger	gunguto	gunguto	
rosettaproject_bhg_swadesh-1	bhg	finger	ipa-toro	ipa-toro	
rosettaproject_bhg_swadesh-1	bhg	finger	iŋo čiŋo	iŋo t͡ʃiŋo	
rosettaproject_bhg_swadesh-1	bhg	finger	singu	singu	
rosettaproject_bhg_swadesh-1	bhg	finger	toro	toro	
rosettaproject_bhg_swadesh-1	bhg	fingernail	ingisi	ingisi	
rosettaproject_bhg_swadesh-1	bhg	fire	(d)zi	(d)zi	
rosettaproject_bhg_swadesh-1	bhg	fire	buiŋ	buiŋ	
rosettaproject_bhg_swadesh-1	bhg	fire	ngenge	ngenge	
rosettaproject_bhg_swadesh-1	bhg	fire	ni	ni	
rosettaproject_bhg_swadesh-1	bhg	fire	ni sisi	ni sisi	
rosettaproject_bhg_swadesh-1	bhg	fire	niao	niao	
rosettaproject_bhg_swadesh-1	bhg	fire	niyau	niyau	
rosettaproject_bhg_swadesh-1	bhg	fire	zi	zi	
rosettaproject_bhg_swadesh-1	bhg	fish	wo	wo	
rosettaproject_bhg_swadesh-1	bhg	five	ipa da	ipa da	
rosettaproject_bhg_swadesh-1	bhg	five	iŋo da	iŋo da	
rosettaproject_bhg_swadesh-1	bhg	float	pekapeka ari	pekapeka ari	
rosettaproject_bhg_swadesh-1	bhg	float	petaku	petaku	
rosettaproject_bhg_swadesh-1	bhg	float	siwari	siwari	
rosettaproject_bhg_swadesh-1	bhg	flower	be	be	
rosettaproject_bhg_swadesh-1	bhg	flower	uǯi	ud͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	fly (n.)	tomeni	tomeni	
rosettaproject_bhg_swadesh-1	bhg	fly (v.)	aito-simbari	aito-simbari	
rosettaproject_bhg_swadesh-1	bhg	fly (v.)	obaoba	obaoba	
rosettaproject_bhg_swadesh-1	bhg	fly (v.)	omari	omari	
rosettaproject_bhg_swadesh-1	bhg	fog	gosi	gosi	
rosettaproject_bhg_swadesh-1	bhg	fog	goči	got͡ʃi	
rosettaproject_bhg_swadesh-1	bhg	fog	gumbo	gumbo	
rosettaproject_bhg_swadesh-1	bhg	fog	vuvuru	vuvuru	
rosettaproject_bhg_swadesh-1	bhg	foot	tai	tai	
rosettaproject_bhg_swadesh-1	bhg	foot	tai atu	tai atu	
rosettaproject_bhg_swadesh-1	bhg	foot	tai do	tai do	
rosettaproject_bhg_swadesh-1	bhg	foot	taido	taido	
rosettaproject_bhg_swadesh-1	bhg	foot	tei	tei	
rosettaproject_bhg_swadesh-1	bhg	foot	tei ~ utu	tei ~ utu	
rosettaproject_bhg_swadesh-1	bhg	foot	utu	utu	
rosettaproject_bhg_swadesh-1	bhg	forehead	beo	beo	
rosettaproject_bhg_swadesh-1	bhg	forest	poraga	poraga	
rosettaproject_bhg_swadesh-1	bhg	forest	taote	taote	
rosettaproject_bhg_swadesh-1	bhg	four	ganǯida	gand͡ʒida	
rosettaproject_bhg_swadesh-1	bhg	four	ipa ao pasido	ipa ao pasido	
rosettaproject_bhg_swadesh-1	bhg	fruit	be	be	
rosettaproject_bhg_swadesh-1	bhg	fruit	tao	tao	
rosettaproject_bhg_swadesh-1	bhg	full	adegari	adegari	
rosettaproject_bhg_swadesh-1	bhg	full	beda	beda	
rosettaproject_bhg_swadesh-1	bhg	full	daimbari	daimbari	
rosettaproject_bhg_swadesh-1	bhg	girl	gagara	gagara	
rosettaproject_bhg_swadesh-1	bhg	give	pi-ari	pi-ari	
rosettaproject_bhg_swadesh-1	bhg	give	piari	piari	
rosettaproject_bhg_swadesh-1	bhg	give	piyari	piyari	
rosettaproject_bhg_swadesh-1	bhg	good	beiamana	beiamana	
rosettaproject_bhg_swadesh-1	bhg	good	ewa	ewa	
rosettaproject_bhg_swadesh-1	bhg	grass	iakara	iakara	
rosettaproject_bhg_swadesh-1	bhg	grass	manene	manene	
rosettaproject_bhg_swadesh-1	bhg	grass	opema	opema	
rosettaproject_bhg_swadesh-1	bhg	grass	yekena	yekena	
rosettaproject_bhg_swadesh-1	bhg	green	kokoro	kokoro	
rosettaproject_bhg_swadesh-1	bhg	guts	de	de	
rosettaproject_bhg_swadesh-1	bhg	guts	de kauŋ	de kauŋ	
rosettaproject_bhg_swadesh-1	bhg	hair	(kopuru) tu	(kopuru) tu	
rosettaproject_bhg_swadesh-1	bhg	hair	giči	git͡ʃi	
rosettaproject_bhg_swadesh-1	bhg	hair	koporu tu	koporu tu	
rosettaproject_bhg_swadesh-1	bhg	hair	ohoru	ohoru	
rosettaproject_bhg_swadesh-1	bhg	hair	tu	tu	
rosettaproject_bhg_swadesh-1	bhg	hand	ingo	ingo	
rosettaproject_bhg_swadesh-1	bhg	hand	ipa	ipa	
rosettaproject_bhg_swadesh-1	bhg	hand	ipa do	ipa do	
rosettaproject_bhg_swadesh-1	bhg	hand	iŋo	iŋo	
rosettaproject_bhg_swadesh-1	bhg	hand	umbuto	umbuto	
rosettaproject_bhg_swadesh-1	bhg	he/she	aawa	aawa	
rosettaproject_bhg_swadesh-1	bhg	he/she	awa/owa	awa/owa	
rosettaproject_bhg_swadesh-1	bhg	he/she	da	da	
rosettaproject_bhg_swadesh-1	bhg	he/she	ounda	ounda	
rosettaproject_bhg_swadesh-1	bhg	he/she	owa	owa	
rosettaproject_bhg_swadesh-1	bhg	he/she	owawa	owawa	
rosettaproject_bhg_swadesh-1	bhg	he/she	u-mo	u-mo	
rosettaproject_bhg_swadesh-1	bhg	head	iti tu	iti tu	
rosettaproject_bhg_swadesh-1	bhg	head	kiti tu	kiti tu	
rosettaproject_bhg_swadesh-1	bhg	head	kopiri	kopiri	
rosettaproject_bhg_swadesh-1	bhg	head	koporu	koporu	
rosettaproject_bhg_swadesh-1	bhg	head	kopuri	kopuri	
rosettaproject_bhg_swadesh-1	bhg	head	kopuru	kopuru	
rosettaproject_bhg_swadesh-1	bhg	hear	dengoromi gari	dengoromi gari	
rosettaproject_bhg_swadesh-1	bhg	hear	gari	gari	
rosettaproject_bhg_swadesh-1	bhg	hear	ge gari	ge gari	
rosettaproject_bhg_swadesh-1	bhg	hear	ingari	ingari	
rosettaproject_bhg_swadesh-1	bhg	hear	iŋena	iŋena	
rosettaproject_bhg_swadesh-1	bhg	heart	ubowa	ubowa	
rosettaproject_bhg_swadesh-1	bhg	heavy	bouga	bouga	
rosettaproject_bhg_swadesh-1	bhg	heavy	dunda	dunda	
rosettaproject_bhg_swadesh-1	bhg	here	einda	einda	
rosettaproject_bhg_swadesh-1	bhg	hit	dari	dari	
rosettaproject_bhg_swadesh-1	bhg	hit	mau endodari	mau endodari	
rosettaproject_bhg_swadesh-1	bhg	hole	kopu	kopu	
rosettaproject_bhg_swadesh-1	bhg	hole	koto	koto	
rosettaproject_bhg_swadesh-1	bhg	hole	to	to	
rosettaproject_bhg_swadesh-1	bhg	hole	uro	uro	
rosettaproject_bhg_swadesh-1	bhg	hole	uwari	uwari	
rosettaproject_bhg_swadesh-1	bhg	horn	ǯi	d͡ʒi	
rosettaproject_bhg_swadesh-1	bhg	house	mando	mando	
rosettaproject_bhg_swadesh-1	bhg	house	oro	oro	
rosettaproject_bhg_swadesh-1	bhg	how	nomi	nomi	
rosettaproject_bhg_swadesh-1	bhg	hunt	wovi ari	wovi ari	
rosettaproject_bhg_swadesh-1	bhg	husband	iu	iu	
rosettaproject_bhg_swadesh-1	bhg	husband	yu	yu	
rosettaproject_bhg_swadesh-1	bhg	i	na	na	
rosettaproject_bhg_swadesh-1	bhg	i	na-to	na-to	
rosettaproject_bhg_swadesh-1	bhg	i	nato	nato	
rosettaproject_bhg_swadesh-1	bhg	in	-da	-da	
rosettaproject_bhg_swadesh-1	bhg	in	dou	dou	
rosettaproject_bhg_swadesh-1	bhg	jaw	ototo	ototo	
rosettaproject_bhg_swadesh-1	bhg	kill	wakokori-gi-topu	wakokori-gi-topu	
rosettaproject_bhg_swadesh-1	bhg	kill	wakori gitopu	wakori gitopu	
rosettaproject_bhg_swadesh-1	bhg	knee	banggo	banggo	
rosettaproject_bhg_swadesh-1	bhg	knee	baongo	baongo	
rosettaproject_bhg_swadesh-1	bhg	knee	baongo kouwa	baongo kouwa	
rosettaproject_bhg_swadesh-1	bhg	knee	baŋgo	baŋgo	
rosettaproject_bhg_swadesh-1	bhg	knee	baŋo	baŋo	
rosettaproject_bhg_swadesh-1	bhg	knee	genǯiba	gend͡ʒiba	
rosettaproject_bhg_swadesh-1	bhg	knee	koma	koma	
rosettaproject_bhg_swadesh-1	bhg	knee	pange	pange	
rosettaproject_bhg_swadesh-1	bhg	knee	pangge	pangge	
rosettaproject_bhg_swadesh-1	bhg	know	awate	awate	
rosettaproject_bhg_swadesh-1	bhg	know	gari	gari	
rosettaproject_bhg_swadesh-1	bhg	know	iŋena	iŋena	
rosettaproject_bhg_swadesh-1	bhg	know	kotebari	kotebari	
rosettaproject_bhg_swadesh-1	bhg	lake	boma	boma	
rosettaproject_bhg_swadesh-1	bhg	lake	ǯirora	d͡ʒirora	
rosettaproject_bhg_swadesh-1	bhg	lake	ǯiǯoro	d͡ʒid͡ʒoro	
rosettaproject_bhg_swadesh-1	bhg	laugh	iro ari	iro ari	
rosettaproject_bhg_swadesh-1	bhg	laugh	iru	iru	
rosettaproject_bhg_swadesh-1	bhg	leaf	(d)zi iki	(d)zi iki	
rosettaproject_bhg_swadesh-1	bhg	leaf	gi	gi	
rosettaproject_bhg_swadesh-1	bhg	leaf	gi(ba)	gi(ba)	
rosettaproject_bhg_swadesh-1	bhg	leaf	giba	giba	
rosettaproject_bhg_swadesh-1	bhg	leaf	igi	igi	
rosettaproject_bhg_swadesh-1	bhg	leaf	ning-gi	ning-gi	
rosettaproject_bhg_swadesh-1	bhg	leaf	niŋgi	niŋgi	
rosettaproject_bhg_swadesh-1	bhg	leaf	zi iki	zi iki	
rosettaproject_bhg_swadesh-1	bhg	left	anda	anda	
rosettaproject_bhg_swadesh-1	bhg	leg	tai	tai	
rosettaproject_bhg_swadesh-1	bhg	leg	udu	udu	
rosettaproject_bhg_swadesh-1	bhg	lie	awari	awari	
rosettaproject_bhg_swadesh-1	bhg	lie	turo devari	turo devari	
rosettaproject_bhg_swadesh-1	bhg	lie	ǯitao awari	d͡ʒitao awari	
rosettaproject_bhg_swadesh-1	bhg	lightning	birigi	birigi	
rosettaproject_bhg_swadesh-1	bhg	lightning	tarara	tarara	
rosettaproject_bhg_swadesh-1	bhg	lip	be gisi	be gisi	
rosettaproject_bhg_swadesh-1	bhg	lip	be-gisi	be-gisi	
rosettaproject_bhg_swadesh-1	bhg	lip	begisi	begisi	
rosettaproject_bhg_swadesh-1	bhg	live	wasiri	wasiri	
rosettaproject_bhg_swadesh-1	bhg	live	wasiri ari	wasiri ari	
rosettaproject_bhg_swadesh-1	bhg	liver	gomo	gomo	
