identifier	lang_code	gloss	transcription_norm	ipa	residual
rosettaproject_ell_swadesh-1	ell	all	όλα	ˈola	
rosettaproject_ell_swadesh-1	ell	and	και	ce	
rosettaproject_ell_swadesh-1	ell	animal	ζώο	ˈzoo	
rosettaproject_ell_swadesh-1	ell	ashes	στάχτες	ˈstaxtes	
rosettaproject_ell_swadesh-1	ell	at	στο	sto	
rosettaproject_ell_swadesh-1	ell	back	πλάτη	ˈplati	
rosettaproject_ell_swadesh-1	ell	bad	κακό	kaˈko	
rosettaproject_ell_swadesh-1	ell	bark	φλοιός	fʎos	
rosettaproject_ell_swadesh-1	ell	because	επειδή	epiˈði	
rosettaproject_ell_swadesh-1	ell	belly	κοιλιά	ciˈʎa	
rosettaproject_ell_swadesh-1	ell	big	μεγάλο	meˈɣalo	
rosettaproject_ell_swadesh-1	ell	bird	πουλί	puˈli	
rosettaproject_ell_swadesh-1	ell	bite	δαγκώνω	ðaˈŋɡono	
rosettaproject_ell_swadesh-1	ell	black	μαύρο	ˈmavro	
rosettaproject_ell_swadesh-1	ell	blood	αίμα	ˈema	
rosettaproject_ell_swadesh-1	ell	blow	φυσάω	fiˈsao	
rosettaproject_ell_swadesh-1	ell	bone	κόκκαλο	ˈkokalo	
rosettaproject_ell_swadesh-1	ell	breast	στήθος	ˈstiθos	
rosettaproject_ell_swadesh-1	ell	breathe	αναπνέω	anapˈneo	
rosettaproject_ell_swadesh-1	ell	burn	καίω	ˈceo	
rosettaproject_ell_swadesh-1	ell	child	παιδί	peˈði	
rosettaproject_ell_swadesh-1	ell	cloud	σύννεφο	ˈsinefo	
rosettaproject_ell_swadesh-1	ell	cold	κρύο	ˈkrio	
rosettaproject_ell_swadesh-1	ell	come	έρχομαι	ˈerxome	
rosettaproject_ell_swadesh-1	ell	correct	σωστό	soˈsto	
rosettaproject_ell_swadesh-1	ell	count	μετράω	meˈtrao	
rosettaproject_ell_swadesh-1	ell	cut	κόβω	ˈkovo	
rosettaproject_ell_swadesh-1	ell	day	μέρα	ˈmera	
rosettaproject_ell_swadesh-1	ell	die	πεθαίνω	peˈθeno	
rosettaproject_ell_swadesh-1	ell	dig	σκάβω	ˈskavo	
rosettaproject_ell_swadesh-1	ell	dirty	βρώμικο	ˈvromiko	
rosettaproject_ell_swadesh-1	ell	dog	σκύλος	ˈscilos	
rosettaproject_ell_swadesh-1	ell	drink	πίνω	ˈpino	
rosettaproject_ell_swadesh-1	ell	dry	στεγνό	steɣˈno	
rosettaproject_ell_swadesh-1	ell	dull	στομωμένο	stomoˈmeno	
rosettaproject_ell_swadesh-1	ell	dust	σκόνη	ˈskoni	
rosettaproject_ell_swadesh-1	ell	ear	αφτί	aˈfti	
rosettaproject_ell_swadesh-1	ell	earth	γη	ʝi	
rosettaproject_ell_swadesh-1	ell	eat	τρώω	ˈtroo	
rosettaproject_ell_swadesh-1	ell	egg	αυγό	avˈɣo	
rosettaproject_ell_swadesh-1	ell	eye	μάτι	ˈmati	
rosettaproject_ell_swadesh-1	ell	fall	πέφτω	ˈpefto	
rosettaproject_ell_swadesh-1	ell	far	μακρυά	maˈkrja	
rosettaproject_ell_swadesh-1	ell	fat (n.)	λίπος	ˈlipos	
rosettaproject_ell_swadesh-1	ell	father	πατέρας	paˈteras	
rosettaproject_ell_swadesh-1	ell	fear	φοβάμαι	foˈvame	
rosettaproject_ell_swadesh-1	ell	feather	φτερό	fteˈro	
rosettaproject_ell_swadesh-1	ell	few	λίγα	ˈliɣa	
rosettaproject_ell_swadesh-1	ell	fight	πολεμώ	poleˈmo	
rosettaproject_ell_swadesh-1	ell	fingernail	νύχι	ˈniçi	
rosettaproject_ell_swadesh-1	ell	fire	φωτιά	foˈtça	
rosettaproject_ell_swadesh-1	ell	fish	ψάρι	ˈpsari	
rosettaproject_ell_swadesh-1	ell	five	πέντε	ˈpende	
rosettaproject_ell_swadesh-1	ell	float	επιπλέω	epiˈpleo	
rosettaproject_ell_swadesh-1	ell	flow	ρέω	ˈreo	
rosettaproject_ell_swadesh-1	ell	flower	λουλούδι	luˈluði	
rosettaproject_ell_swadesh-1	ell	fly (v.)	πετάω	peˈtao	
rosettaproject_ell_swadesh-1	ell	fog	ομίχλη	oˈmixli	
rosettaproject_ell_swadesh-1	ell	foot	πόδι	ˈpoði	
rosettaproject_ell_swadesh-1	ell	forest	δάσος	ˈðasos	
rosettaproject_ell_swadesh-1	ell	four	τέσσερα	ˈtesera	
rosettaproject_ell_swadesh-1	ell	freeze	παγώνω	paˈɣono	
rosettaproject_ell_swadesh-1	ell	fruit	φρούτο	ˈfruto	
rosettaproject_ell_swadesh-1	ell	full	γεμάτο	ʝeˈmato	
rosettaproject_ell_swadesh-1	ell	give	δίνω	ˈðino	
rosettaproject_ell_swadesh-1	ell	good	καλό	kaˈlo	
rosettaproject_ell_swadesh-1	ell	grass	γρασίδι	ɣraˈsiði	
rosettaproject_ell_swadesh-1	ell	green	πράσινο	ˈprasino	
rosettaproject_ell_swadesh-1	ell	guts	εντόσθια	eˈndosθça	
rosettaproject_ell_swadesh-1	ell	hair	τρίχα	ˈtrixa	
rosettaproject_ell_swadesh-1	ell	hand	χέρι	ˈçeri	
rosettaproject_ell_swadesh-1	ell	he	αυτός	afˈtos	
rosettaproject_ell_swadesh-1	ell	head	κεφάλι	ceˈfali	
rosettaproject_ell_swadesh-1	ell	hear	ακούω	aˈkuo	
rosettaproject_ell_swadesh-1	ell	heart	καρδιά	karˈðʝa	
rosettaproject_ell_swadesh-1	ell	heavy	βαρύ	vaˈri	
rosettaproject_ell_swadesh-1	ell	here	εδώ	eˈðo	
rosettaproject_ell_swadesh-1	ell	hit	χτυπάω	xtiˈpao	
rosettaproject_ell_swadesh-1	ell	hold	κρατώ	kraˈto	
rosettaproject_ell_swadesh-1	ell	horn	κέρατο	ˈcerato	
rosettaproject_ell_swadesh-1	ell	how	πώς	pos	
rosettaproject_ell_swadesh-1	ell	hunt	κυνηγώ	ciniˈɣo	
rosettaproject_ell_swadesh-1	ell	husband	σύζυγος	ˈsiziɣos	
rosettaproject_ell_swadesh-1	ell	i	εγώ	eˈɣo	
rosettaproject_ell_swadesh-1	ell	ice	πάγος	ˈpaɣos	
rosettaproject_ell_swadesh-1	ell	if	αν	an	
rosettaproject_ell_swadesh-1	ell	in	μέσα	ˈmesa	
rosettaproject_ell_swadesh-1	ell	kill	σκοτώνω	skoˈtono	
rosettaproject_ell_swadesh-1	ell	knee	γόνατο	ˈɣonato	
rosettaproject_ell_swadesh-1	ell	know	ξέρω	ˈksero	
rosettaproject_ell_swadesh-1	ell	lake	λίμνη	ˈlimni	
rosettaproject_ell_swadesh-1	ell	laugh	γελάω	ʝeˈlao	
rosettaproject_ell_swadesh-1	ell	leaf	φύλλο	ˈfilo	
rosettaproject_ell_swadesh-1	ell	left	αριστερά	aristeˈra	
rosettaproject_ell_swadesh-1	ell	leg	πόδι	ˈpoði	
