identifier	lang_code	gloss	transcription_norm	ipa	residual
rosettaproject_acr_swadesh-1	acr	know	etam	etam	
rosettaproject_acr_swadesh-1	acr	leaf	xac	ʃac	
rosettaproject_acr_swadesh-1	acr	lie	cotzolic	coʦolic	
rosettaproject_acr_swadesh-1	acr	liver	saseb\	saseɓ	
rosettaproject_acr_swadesh-1	acr	long	nim rakan	nim rakan	
rosettaproject_acr_swadesh-1	acr	louse	uc\	ucʼ	
rosettaproject_acr_swadesh-1	acr	man	achi	aʧi	
rosettaproject_acr_swadesh-1	acr	meat	ti\(ij)	tiʔ	
rosettaproject_acr_swadesh-1	acr	moon	ic\	icʼ	
rosettaproject_acr_swadesh-1	acr	mountain	jyub\	xjuɓ	
rosettaproject_acr_swadesh-1	acr	mouth	chi\	ʧiʔ	
rosettaproject_acr_swadesh-1	acr	neck	rij a kul	rix a kul	
rosettaproject_acr_swadesh-1	acr	nose	tzam	ʦam	
rosettaproject_acr_swadesh-1	acr	one	one	one	
rosettaproject_acr_swadesh-1	acr	person	winak	winak	
rosettaproject_acr_swadesh-1	acr	rain	jab\	xaɓ	
rosettaproject_acr_swadesh-1	acr	red	cak	cak	
rosettaproject_acr_swadesh-1	acr	road	ch\u b\e	ʧʼu ɓe	
rosettaproject_acr_swadesh-1	acr	root	ra\	raʔ	
rosettaproject_acr_swadesh-1	acr	sand	saneb\	saneɓ	
rosettaproject_acr_swadesh-1	acr	say	b\ij	ɓix	
rosettaproject_acr_swadesh-1	acr	see	il	il	
rosettaproject_acr_swadesh-1	acr	seed	ija	ixa	
rosettaproject_acr_swadesh-1	acr	sit	culic	culic	
rosettaproject_acr_swadesh-1	acr	skin	tz\umal	ʦʼumal	
rosettaproject_acr_swadesh-1	acr	sleep	war	war	
rosettaproject_acr_swadesh-1	acr	small	ch\utik	ʧʼutik	
rosettaproject_acr_swadesh-1	acr	smoke	sib\	siɓ	
rosettaproject_acr_swadesh-1	acr	stand	tac\alic	tacʼalic	
rosettaproject_acr_swadesh-1	acr	star	ch\imil	ʧʼimil	
rosettaproject_acr_swadesh-1	acr	stone	ab\aj	aɓax	
rosettaproject_acr_swadesh-1	acr	sun	\ij	ʔix	
rosettaproject_acr_swadesh-1	acr	swim	mux	muʃ	
rosettaproject_acr_swadesh-1	acr	tail	je	xe	
rosettaproject_acr_swadesh-1	acr	that	ile	ile	
rosettaproject_acr_swadesh-1	acr	this	iri	iri	
rosettaproject_acr_swadesh-1	acr	thou	yet	jet	
rosettaproject_acr_swadesh-1	acr	tongue	tz\amwa\	ʦʼamwaʔ	
rosettaproject_acr_swadesh-1	acr	tooth	wa-e	wa e	
rosettaproject_acr_swadesh-1	acr	tree	che\	ʧeʔ	
rosettaproject_acr_swadesh-1	acr	two	queb\	keɓ	
rosettaproject_acr_swadesh-1	acr	walk	b\in	ɓin	
rosettaproject_acr_swadesh-1	acr	water	ya	ja	
rosettaproject_acr_swadesh-1	acr	we	yoj	jox	
rosettaproject_acr_swadesh-1	acr	what	wach	waʧ	
rosettaproject_acr_swadesh-1	acr	who	pachinok	paʧinok	
rosettaproject_acr_swadesh-1	acr	woman	ixok	iʃok	
rosettaproject_caa_swadesh-1	caa	all	tuno\r	tunoʔr	
rosettaproject_caa_swadesh-1	caa	ashes	tan	tan	
rosettaproject_caa_swadesh-1	caa	bark	pat	pat	
rosettaproject_caa_swadesh-1	caa	big	nohta	nohta	
rosettaproject_caa_swadesh-1	caa	bird	mut	mut	
rosettaproject_caa_swadesh-1	caa	bite	ac\uhxop	acʼuhʃop	
rosettaproject_caa_swadesh-1	caa	black	negru u\t	negru uʔt	
rosettaproject_caa_swadesh-1	caa	blood	ch\ich\	ʧʼiʧʼ	
rosettaproject_caa_swadesh-1	caa	blow	uyuhta	ujuhta	
rosettaproject_caa_swadesh-1	caa	bone	b\ac	ɓac	
rosettaproject_caa_swadesh-1	caa	breast	uchu\	uʧuʔ	
rosettaproject_caa_swadesh-1	caa	burn	pur	pur	
rosettaproject_caa_swadesh-1	caa	child	sitz/ihch\oc	siʦ, ihʧʼoc	
rosettaproject_caa_swadesh-1	caa	cloud	tocar	tocar	
rosettaproject_caa_swadesh-1	caa	cold	insis	insis	
rosettaproject_caa_swadesh-1	caa	come	yo\p	joʔp	
rosettaproject_caa_swadesh-1	caa	cut	xur	ʃur	
rosettaproject_caa_swadesh-1	caa	day	ahq\uin	ahqʼuin	
rosettaproject_caa_swadesh-1	caa	die	cham	ʧam	
rosettaproject_caa_swadesh-1	caa	dig	impahni	impahni	
rosettaproject_caa_swadesh-1	caa	dog	tz\i\	ʦʼiʔ	
rosettaproject_caa_swadesh-1	caa	drink	ch\i	ʧʼi	
rosettaproject_caa_swadesh-1	caa	dry	taquin	takin	
rosettaproject_caa_swadesh-1	caa	dust	pococ	pococ	
rosettaproject_caa_swadesh-1	caa	ear	chiquin	ʧikin	
rosettaproject_caa_swadesh-1	caa	earth	rum	rum	
rosettaproject_caa_swadesh-1	caa	eat	we\	weʔ	
rosettaproject_caa_swadesh-1	caa	egg	cu\m	cuʔm	
rosettaproject_caa_swadesh-1	caa	eye	naq\uiu\t	naqʼuiuʔt	
rosettaproject_caa_swadesh-1	caa	fall	c\ax	cʼaʃ	
rosettaproject_caa_swadesh-1	caa	far	naht	naht	
rosettaproject_caa_swadesh-1	caa	fat (n.)	ch\ichmar	ʧʼiʧmar	
rosettaproject_caa_swadesh-1	caa	fear	ap\a\cta	apʼaʔcta	
rosettaproject_caa_swadesh-1	caa	feather	tzutz	ʦuʦ	
rosettaproject_caa_swadesh-1	caa	fingernail	or uyoc	or ujoc	
rosettaproject_caa_swadesh-1	caa	fire	c\ahc	cʼahc	
rosettaproject_caa_swadesh-1	caa	fish	chay	ʧaj	
rosettaproject_caa_swadesh-1	caa	five	inmohy	inmohj	
rosettaproject_caa_swadesh-1	caa	fly (v.)	top	top	
rosettaproject_caa_swadesh-1	caa	fog	mayuhy	majuhj	
rosettaproject_caa_swadesh-1	caa	foot	oc	oc	
rosettaproject_caa_swadesh-1	caa	four	chan	ʧan	
rosettaproject_caa_swadesh-1	caa	fruit	uyutir	ujutir	
rosettaproject_caa_swadesh-1	caa	full	b\ut\ur	ɓutʼur	
rosettaproject_caa_swadesh-1	caa	give	ahc\	ahcʼ	
rosettaproject_caa_swadesh-1	caa	good	imb\utzop	imɓuʦop	
rosettaproject_caa_swadesh-1	caa	green	yaxax	jaʃaʃ	
rosettaproject_caa_swadesh-1	caa	hair	tzutz	ʦuʦ	
rosettaproject_caa_swadesh-1	caa	hand	c\ap \	cʼap ʔ	
rosettaproject_caa_swadesh-1	caa	head	hor	hor	
rosettaproject_caa_swadesh-1	caa	hear	oyp\ica	ojpʼica	
rosettaproject_caa_swadesh-1	caa	heart	alma	alma	
rosettaproject_caa_swadesh-1	caa	heavy	mb\ar	mɓar	
rosettaproject_caa_swadesh-1	caa	here	tara	tara	
rosettaproject_caa_swadesh-1	caa	hit	tz\ohy	ʦʼohj	
rosettaproject_caa_swadesh-1	caa	horn	cachu	caʧu	
rosettaproject_caa_swadesh-1	caa	how?	tuc\a	tucʼa	
rosettaproject_caa_swadesh-1	caa	husband	noxip	noʃip	
rosettaproject_caa_swadesh-1	caa	i	en	en	
rosettaproject_caa_swadesh-1	caa	kill	chamse	ʧamse	
rosettaproject_caa_swadesh-1	caa	knee	pix	piʃ	
rosettaproject_caa_swadesh-1	caa	know	na\t	naʔt	
rosettaproject_caa_swadesh-1	caa	lake	eha\	ehaʔ	
rosettaproject_caa_swadesh-1	caa	laugh	tze\n	ʦeʔn	
rosettaproject_caa_swadesh-1	caa	leaf	uyopor	ujopor	
rosettaproject_caa_swadesh-1	caa	left	utz\ehc\ap	uʦʼehcʼap	
rosettaproject_caa_swadesh-1	caa	lie	ch\a	ʧʼa	
rosettaproject_caa_swadesh-1	caa	liver	xemem	ʃemem	
rosettaproject_caa_swadesh-1	caa	long	innaht	innaht	
rosettaproject_caa_swadesh-1	caa	louse	u\ch	uʔʧ	
rosettaproject_caa_swadesh-1	caa	man	winic	winic	
rosettaproject_caa_swadesh-1	caa	meat	we\r	weʔr	
rosettaproject_caa_swadesh-1	caa	moon	uh	uh	
rosettaproject_caa_swadesh-1	caa	mountain	witzir	wiʦir	
rosettaproject_caa_swadesh-1	caa	mouth	ti\	tiʔ	
rosettaproject_caa_swadesh-1	caa	name	uc\ab\a	ucʼaɓa	
rosettaproject_caa_swadesh-1	caa	near	nuťur	nu ur	
rosettaproject_caa_swadesh-1	caa	neck	nuc	nuc	
rosettaproject_caa_swadesh-1	caa	new	tapop	tapop	
rosettaproject_caa_swadesh-1	caa	night	acb\are	acɓare	
rosettaproject_caa_swadesh-1	caa	nose	ni\	niʔ	
rosettaproject_caa_swadesh-1	caa	one	in	in	
rosettaproject_caa_swadesh-1	caa	other	inmohr	inmohr	
rosettaproject_caa_swadesh-1	caa	person	winicop	winicop	
rosettaproject_caa_swadesh-1	caa	pull	nquerehb\a	nkerehɓa	
rosettaproject_caa_swadesh-1	caa	rain	haha\r	hahaʔr	
rosettaproject_caa_swadesh-1	caa	red	chacchacop	ʧacʧacop	
rosettaproject_caa_swadesh-1	caa	right	wach\ c\ab\	waʧʼ cʼaɓ	
rosettaproject_caa_swadesh-1	caa	river	xucur	ʃucur	
rosettaproject_caa_swadesh-1	caa	road	b\i\r	ɓiʔr	
rosettaproject_caa_swadesh-1	caa	root	wi\r	wiʔr	
rosettaproject_caa_swadesh-1	caa	rope	ch\a\n	ʧʼaʔn	
rosettaproject_caa_swadesh-1	caa	rope	succhih	sucʧih	
rosettaproject_caa_swadesh-1	caa	rotten	oq\uem	oqʼuem	
rosettaproject_caa_swadesh-1	caa	round	gororoh	gororoh	
rosettaproject_caa_swadesh-1	caa	sand	hi\	hiʔ	
rosettaproject_caa_swadesh-1	caa	say	a\r	aʔr	
rosettaproject_caa_swadesh-1	caa	see	wira	wira	
rosettaproject_caa_swadesh-1	caa	seed	hinah	hinah	
rosettaproject_caa_swadesh-1	caa	sing	c\aywi	cʼajwi	
rosettaproject_caa_swadesh-1	caa	sit	turu	turu	
rosettaproject_caa_swadesh-1	caa	skin	pat	pat	
rosettaproject_caa_swadesh-1	caa	sleep	way	waj	
rosettaproject_caa_swadesh-1	caa	smell	chuchu\ co\c	ʧuʧuʔ coʔc	
rosettaproject_caa_swadesh-1	caa	smoke	b\utz	ɓuʦ	
rosettaproject_caa_swadesh-1	caa	stab	inxeq\ue	inʃeqʼue	
rosettaproject_caa_swadesh-1	caa	stand	wa\r	waʔr	
rosettaproject_caa_swadesh-1	caa	star	e\c	eʔc	
rosettaproject_caa_swadesh-1	caa	stone	cha\	ʧaʔ	
rosettaproject_caa_swadesh-1	caa	stone	tun	tun	
rosettaproject_caa_swadesh-1	caa	suck	catz\upi	caʦʼupi	
rosettaproject_caa_swadesh-1	caa	sun	q\uin	qʼuin	
rosettaproject_caa_swadesh-1	caa	swell	asampa	asampa	
rosettaproject_caa_swadesh-1	caa	swim	nuhx	nuhʃ	
rosettaproject_caa_swadesh-1	caa	tail	neh	neh	
rosettaproject_caa_swadesh-1	caa	that	yaja\	jaxaʔ	
rosettaproject_caa_swadesh-1	caa	there	yaha\	jahaʔ	
rosettaproject_caa_swadesh-1	caa	thick	pim	pim	
rosettaproject_caa_swadesh-1	caa	thin	jay	xaj	
rosettaproject_caa_swadesh-1	caa	this	ira	ira	
rosettaproject_caa_swadesh-1	caa	thou	et	et	
rosettaproject_caa_swadesh-1	caa	tongue	a\c	aʔc	
rosettaproject_caa_swadesh-1	caa	tooth	cha\m	ʧaʔm	
rosettaproject_caa_swadesh-1	caa	tooth	eh	eh	
rosettaproject_caa_swadesh-1	caa	tree	te\	teʔ	
rosettaproject_caa_swadesh-1	caa	two	cha\	ʧaʔ	
rosettaproject_caa_swadesh-1	caa	walk	axanop	aʃanop	
rosettaproject_caa_swadesh-1	caa	warm	inq\uin	inqʼuin	
rosettaproject_caa_swadesh-1	caa	wash	poc	poc	
rosettaproject_caa_swadesh-1	caa	wash	pohch\	pohʧʼ	
rosettaproject_caa_swadesh-1	caa	water	ha\	haʔ	
rosettaproject_caa_swadesh-1	caa	we	oŋ	o	
rosettaproject_caa_swadesh-1	caa	wet	cuxur	cuʃur	
rosettaproject_caa_swadesh-1	caa	what	tuc\a	tucʼa	
rosettaproject_caa_swadesh-1	caa	when?	tuc\a dia	tucʼa dia	
rosettaproject_caa_swadesh-1	caa	where?	tia\	tiaʔ	
rosettaproject_caa_swadesh-1	caa	white	sacsac	sacsac	
rosettaproject_caa_swadesh-1	caa	who	chi	ʧi	
rosettaproject_caa_swadesh-1	caa	wife	wixca\r	wiʃcaʔr	
rosettaproject_caa_swadesh-1	caa	woman	\ixic	ʔiʃic	
rosettaproject_caa_swadesh-1	caa	woman	ihch\oc	ihʧʼoc	
rosettaproject_caa_swadesh-1	caa	ye	no\x	noʔʃ	
rosettaproject_caa_swadesh-1	caa	year	hap	hap	
rosettaproject_caa_swadesh-1	caa	yellow	c\an	cʼan	
rosettaproject_cac_swadesh-1	cac	all	smasnil	smasnil	
rosettaproject_cac_swadesh-1	cac	ashes	te ta\aŋ	te taʔa	
rosettaproject_cac_swadesh-1	cac	bark	jocb\al te\	xocɓal teʔ	
rosettaproject_cac_swadesh-1	cac	big	niwquil	niwkil	
rosettaproject_cac_swadesh-1	cac	bird	ch\ic	ʧʼic	
rosettaproject_cac_swadesh-1	cac	bite	chi\a	ʧiʔa	
rosettaproject_cac_swadesh-1	cac	black	q\uic\	qʼuicʼ	
rosettaproject_cac_swadesh-1	cac	blood	chiq\uil	ʧiqʼuil	
rosettaproject_cac_swadesh-1	cac	blow	utz\j	uʦʼx	
rosettaproject_cac_swadesh-1	cac	bone	b\ac	ɓac	
rosettaproject_cac_swadesh-1	cac	breast	im	im	
rosettaproject_cac_swadesh-1	cac	burn	tz\a\i	ʦʼaʔi	
rosettaproject_cac_swadesh-1	cac	child	\unin	ʔunin	
rosettaproject_cac_swadesh-1	cac	cloud	asun	asun	
rosettaproject_cac_swadesh-1	cac	cold	sic	sic	
rosettaproject_cac_swadesh-1	cac	come	jaw	xaw	
rosettaproject_cac_swadesh-1	cac	cut	tzuc\w	ʦucʼw	
rosettaproject_cac_swadesh-1	cac	day	c\u	cʼu	
rosettaproject_cac_swadesh-1	cac	die	chami	ʧami	
rosettaproject_cac_swadesh-1	cac	dig	joyo	xojo	
rosettaproject_cac_swadesh-1	cac	dog	tz\i\	ʦʼiʔ	
rosettaproject_cac_swadesh-1	cac	drink	ucj	ucx	
rosettaproject_cac_swadesh-1	cac	dry	taquin	takin	
rosettaproject_cac_swadesh-1	cac	dust	pojoj	poxox	
rosettaproject_cac_swadesh-1	cac	ear	chiquin	ʧikin	
rosettaproject_cac_swadesh-1	cac	earth	lu\um	luʔum	
rosettaproject_cac_swadesh-1	cac	eat	wa\i	waʔi	
rosettaproject_cac_swadesh-1	cac	egg	ŋolob\	oloɓ	
rosettaproject_cac_swadesh-1	cac	eye	yol sat	jol sat	
rosettaproject_cac_swadesh-1	cac	fall	\em ta	ʔem ta	
rosettaproject_cac_swadesh-1	cac	far	najat	naxat	
rosettaproject_cac_swadesh-1	cac	fat (n.)	mantca\	mantcaʔ	
rosettaproject_cac_swadesh-1	cac	fear	xiwi	ʃiwi	
rosettaproject_cac_swadesh-1	cac	feather	xil	ʃil	
rosettaproject_cac_swadesh-1	cac	fingernail	ech	eʧ	
rosettaproject_cac_swadesh-1	cac	fire	c\ac\	cʼacʼ	
rosettaproject_cac_swadesh-1	cac	fish	chay	ʧaj	
rosettaproject_cac_swadesh-1	cac	five	o\e\	oʔeʔ	
rosettaproject_cac_swadesh-1	cac	fly (v.)	jeŋw	xe w	
rosettaproject_cac_swadesh-1	cac	fog	q\uicl \asun	qʼuicl ʔasun	
rosettaproject_cac_swadesh-1	cac	foot	oc	oc	
rosettaproject_cac_swadesh-1	cac	four	chaŋe\	ʧa eʔ	
rosettaproject_cac_swadesh-1	cac	fruit	sat	sat	
rosettaproject_cac_swadesh-1	cac	full	b\utji	ɓutxi	
rosettaproject_cac_swadesh-1	cac	give	ac\	acʼ	
rosettaproject_cac_swadesh-1	cac	good	wach\	waʧʼ	
rosettaproject_cac_swadesh-1	cac	green	yax	jaʃ	
rosettaproject_cac_swadesh-1	cac	hair	xil jolom	ʃil xolom	
rosettaproject_cac_swadesh-1	cac	hand	c\ab\	cʼaɓ	
rosettaproject_cac_swadesh-1	cac	head	jolom	xolom	
rosettaproject_cac_swadesh-1	cac	hear	ab\i	aɓi	
rosettaproject_cac_swadesh-1	cac	heart	pixan	piʃan	
rosettaproject_cac_swadesh-1	cac	heavy	al	al	
rosettaproject_cac_swadesh-1	cac	here	atic	atic	
rosettaproject_cac_swadesh-1	cac	hit	mac\a	macʼa	
rosettaproject_cac_swadesh-1	cac	horn	ch\a\ac	ʧʼaʔac	
rosettaproject_cac_swadesh-1	cac	how?	chajl	ʧaxl	
rosettaproject_cac_swadesh-1	cac	husband	ichmil	iʧmil	
rosettaproject_cac_swadesh-1	cac	i	in	in	
rosettaproject_cac_swadesh-1	cac	kill	mila\	milaʔ	
rosettaproject_cac_swadesh-1	cac	knee	jolm penec	xolm penec	
rosettaproject_cac_swadesh-1	cac	know	ojc	oxc	
rosettaproject_cac_swadesh-1	cac	lake	pama	pama	
rosettaproject_cac_swadesh-1	cac	laugh	tz\ewji	ʦʼewxi	
rosettaproject_cac_swadesh-1	cac	leaf	xil te\	ʃil teʔ	
rosettaproject_cac_swadesh-1	cac	left	sarito	sarito	
rosettaproject_cac_swadesh-1	cac	lie	ec\ cotan	ecʼ cotan	
rosettaproject_cac_swadesh-1	cac	liver	seyub\	sejuɓ	
rosettaproject_cac_swadesh-1	cac	long	najt	naxt	
rosettaproject_cac_swadesh-1	cac	louse	uc\	ucʼ	
rosettaproject_cac_swadesh-1	cac	man	winac	winac	
rosettaproject_cac_swadesh-1	cac	meat?	chib\j	ʧiɓx	
rosettaproject_cac_swadesh-1	cac	moon	\uj	ʔux	
rosettaproject_cac_swadesh-1	cac	mountain	witz	wiʦ	
rosettaproject_cac_swadesh-1	cac	mouth	ti\	tiʔ	
rosettaproject_cac_swadesh-1	cac	name	b\i	ɓi	
rosettaproject_cac_swadesh-1	cac	near	lac\an	lacʼan	
rosettaproject_cac_swadesh-1	cac	neck	jaj	xax	
rosettaproject_cac_swadesh-1	cac	new	ac\	acʼ	
rosettaproject_cac_swadesh-1	cac	night	ac\wal	acʼwal	
rosettaproject_cac_swadesh-1	cac	nose	ŋi\	iʔ	
rosettaproject_cac_swadesh-1	cac	one	jun	xun	
rosettaproject_cac_swadesh-1	cac	other	jun xo	xun ʃo	
rosettaproject_cac_swadesh-1	cac	person	anma\	anmaʔ	
rosettaproject_cac_swadesh-1	cac	pull	toc\o	tocʼo	
rosettaproject_cac_swadesh-1	cac	rain	puch nab\	puʧ naɓ	
rosettaproject_cac_swadesh-1	cac	red	chac	ʧac	
rosettaproject_cac_swadesh-1	cac	right	wach\ c\ab\	waʧʼ cʼaɓ	
rosettaproject_cac_swadesh-1	cac	river	niwn a\	niwn aʔ	
rosettaproject_cac_swadesh-1	cac	road	b\e	ɓe	
rosettaproject_cac_swadesh-1	cac	root	ch\aŋl yip	ʧʼa l jip	
rosettaproject_cac_swadesh-1	cac	rope	ch\aŋ	ʧʼa	
rosettaproject_cac_swadesh-1	cac	rotten	c\a·el	cʼaːel	
rosettaproject_cac_swadesh-1	cac	round	pilan	pilan	
rosettaproject_cac_swadesh-1	cac	sand	poc	poc	
rosettaproject_cac_swadesh-1	cac	say	chi	ʧi	
rosettaproject_cac_swadesh-1	cac	see	wila\	wilaʔ	
rosettaproject_cac_swadesh-1	cac	seed	iŋat	i at	
rosettaproject_cac_swadesh-1	cac	sing	b\itni	ɓitni	
rosettaproject_cac_swadesh-1	cac	sit	\em wocan	ʔem wocan	
rosettaproject_cac_swadesh-1	cac	skin	tz\umal	ʦʼumal	
rosettaproject_cac_swadesh-1	cac	sleep	wayaŋ	waja	
rosettaproject_cac_swadesh-1	cac	smell	yune	june	
rosettaproject_cac_swadesh-1	cac	smoke	tab\	taɓ	
rosettaproject_cac_swadesh-1	cac	stab	olo	olo	
rosettaproject_cac_swadesh-1	cac	stand	q\ue liŋan	qʼue li an	
rosettaproject_cac_swadesh-1	cac	star	c\anal	cʼanal	
rosettaproject_cac_swadesh-1	cac	stone	cha\	ʧaʔ	
rosettaproject_cac_swadesh-1	cac	stone	q\ue\en	qʼueʔen	
rosettaproject_cac_swadesh-1	cac	suck	tz\ub\u	ʦʼuɓu	
rosettaproject_cac_swadesh-1	cac	sun	c\u	cʼu	
rosettaproject_cac_swadesh-1	cac	swell	niw tji	niw txi	
rosettaproject_cac_swadesh-1	cac	swim	\achni	ʔaʧni	
rosettaproject_cac_swadesh-1	cac	tail	y℮	j	
rosettaproject_cac_swadesh-1	cac	that	jun...cha	xun ʧa	
rosettaproject_cac_swadesh-1	cac	there	acha	aʧa	
rosettaproject_cac_swadesh-1	cac	thick	pim	pim	
rosettaproject_cac_swadesh-1	cac	thin	xaxo	ʃaʃo	
rosettaproject_cac_swadesh-1	cac	this	jun...tic	xun tic	
rosettaproject_cac_swadesh-1	cac	thou	ach	aʧ	
rosettaproject_cac_swadesh-1	cac	tongue	ac\	acʼ	
rosettaproject_cac_swadesh-1	cac	tooth	e	e	
rosettaproject_cac_swadesh-1	cac	tree	te\	teʔ	
rosettaproject_cac_swadesh-1	cac	two	cha\ab\	ʧaʔaɓ	
rosettaproject_cac_swadesh-1	cac	walk	b\ey	ɓej	
rosettaproject_cac_swadesh-1	cac	warm	c\ac\l	cʼacʼl	
rosettaproject_cac_swadesh-1	cac	wash	b\ic	ɓic	
rosettaproject_cac_swadesh-1	cac	wash	juc	xuc	
rosettaproject_cac_swadesh-1	cac	water	a\	aʔ	
rosettaproject_cac_swadesh-1	cac	we	oŋ	o	
rosettaproject_cac_swadesh-1	cac	wet	jich\	xiʧʼ	
rosettaproject_cac_swadesh-1	cac	what	tas	tas	
rosettaproject_cac_swadesh-1	cac	when?	b\ac\n	ɓacʼn	
rosettaproject_cac_swadesh-1	cac	where?	\ajtil	ʔaxtil	
rosettaproject_cac_swadesh-1	cac	white	sac	sac	
rosettaproject_cac_swadesh-1	cac	who	mach	maʧ	
rosettaproject_cac_swadesh-1	cac	wife	istzil	isʦil	
rosettaproject_cac_swadesh-1	cac	woman	\ix	ʔiʃ	
rosettaproject_cac_swadesh-1	cac	woman	cob\s ix	coɓs iʃ	
rosettaproject_cac_swadesh-1	cac	ye	extìc	eʃt c	
rosettaproject_cac_swadesh-1	cac	year	\ab\il	ʔaɓil	
rosettaproject_cac_swadesh-1	cac	yellow	c\an	cʼan	
rosettaproject_cak_swadesh-1	cak	all	conohel	conohel	
rosettaproject_cak_swadesh-1	cak	ashes	chah	ʧah	
rosettaproject_cak_swadesh-1	cak	bark	rih	rih	
rosettaproject_cak_swadesh-1	cak	big	nim	nim	
rosettaproject_cak_swadesh-1	cak	bird	xic\ chicop	ʃicʼ ʧicop	
rosettaproject_cak_swadesh-1	cak	bite	geb\a\on	geɓaʔon	
rosettaproject_cak_swadesh-1	cak	black	k\äk	kʼək	
rosettaproject_cak_swadesh-1	cak	blood	quiq\uel	kiqʼuel	
rosettaproject_cak_swadesh-1	cak	blow	xupuh	ʃupuh	
rosettaproject_cak_swadesh-1	cak	bone	b\ak	ɓak	
rosettaproject_cak_swadesh-1	cak	breast	tz\um	ʦʼum	
rosettaproject_cak_swadesh-1	cak	burn	c\at	cʼat	
rosettaproject_cak_swadesh-1	cak	child	ac\wal	acʼwal	
rosettaproject_cak_swadesh-1	cak	cloud	sutz\	suʦʼ	
rosettaproject_cak_swadesh-1	cak	cold	tew	tew	
rosettaproject_cak_swadesh-1	cak	come	kohpe	kohpe	
rosettaproject_cak_swadesh-1	cak	cut	kupin	kupin	
rosettaproject_cak_swadesh-1	cak	day	k\ih	kʼih	
rosettaproject_cak_swadesh-1	cak	die	cum	cum	
rosettaproject_cak_swadesh-1	cak	dig	c\oton	cʼoton	
rosettaproject_cak_swadesh-1	cak	dog	tz\i\	ʦʼiʔ	
rosettaproject_cak_swadesh-1	cak	drink	kum	kum	
rosettaproject_cak_swadesh-1	cak	dry	chaki\h	ʧakiʔh	
rosettaproject_cak_swadesh-1	cak	dust	c\äj ulew	cʼəx ulew	
rosettaproject_cak_swadesh-1	cak	ear	holon	holon	
rosettaproject_cak_swadesh-1	cak	earth	ulew	ulew	
rosettaproject_cak_swadesh-1	cak	eat	wa\	waʔ	
rosettaproject_cak_swadesh-1	cak	egg	sakmolo\	sakmoloʔ	
rosettaproject_cak_swadesh-1	cak	eye	nak\wäch	nakʼwəʧ	
rosettaproject_cak_swadesh-1	cak	fall	tzak	ʦak	
rosettaproject_cak_swadesh-1	cak	far	näh	nəh	
rosettaproject_cak_swadesh-1	cak	fat (n.)	manteca	manteca	
rosettaproject_cak_swadesh-1	cak	fear	xib\ih ri\	ʃiɓih riʔ	
rosettaproject_cak_swadesh-1	cak	feather	sumal	sumal	
rosettaproject_cak_swadesh-1	cak	fingernail	ixc\yäk	iʃcʼjək	
rosettaproject_cak_swadesh-1	cak	fire	k\ak\	kʼakʼ	
